회사ID,15_매출액,16_매출액,17_매출액,18_매출액,19_매출액,15_총급여,16_총급여,17_총급여,18_총급여,19_총급여,최대_직원수
151285,2363024.0,2240733.0,,,,131365777.77777779,853118222.2222222,,,,25
151288,,7557278.0,,11320250.0,,,1164451555.5555553,,1511117777.777778,,25
151298,4431312.0,5429572.0,,5103325.0,,198704888.8888889,1305200444.4444442,,1604456000.0000002,,26
151431,,6051622.0,,6947652.0,,,1033570222.2222223,,879213777.7777778,,23
151595,,3132028.0,,3738980.0,,,1001281777.7777777,,1041105333.3333334,,24
151598,,4939331.0,,5066376.0,,,1250509333.3333333,,1518308444.4444447,,25
151639,2285108.0,2517251.0,,3684023.0,,210745777.7777778,1308167111.1111112,,1427467555.5555556,,24
151670,,6035755.0,,6525271.0,,,1263179555.5555556,,1079597333.3333335,,24
151687,8037793.0,7347389.0,8324941.0,8738918.0,,275077777.7777778,1622944444.4444447,1585720444.4444442,1734136000.0000002,,24
151715,3678366.0,9497678.0,,36310650.0,,76688000.0,527626666.6666666,,1181830666.6666667,,24
151752,,4068066.0,,4037269.0,,,847086666.6666666,,876076000.0,,24
151824,,3643419.0,,4615670.0,,,1568040444.4444447,,1440005333.3333335,,24
151858,,1766125.0,,2301709.0,,,1086039111.111111,,1272065777.7777777,,24
151987,2657251.0,2450203.0,2307596.0,2476056.0,,231436888.8888889,1402042222.2222223,1529690222.2222223,1568935999.9999998,,24
152018,,14904476.0,,14183397.0,,,1100301333.3333333,,1125234222.2222223,,24
152080,7005996.0,7574450.0,5637379.0,5810286.0,,263260444.44444445,1675216000.0,1594267555.5555558,1367721777.7777777,,24
152219,34823863.0,42468140.0,57124369.0,48626572.0,,188793333.33333334,1430362666.6666667,1616915555.5555556,1712533333.3333335,,24
152269,,1170842.0,,875261.0,,,1072881333.3333335,,468173333.3333333,,24
152490,23829695.0,21032702.0,27310311.0,29758991.0,,263060444.44444445,1561095555.5555558,1567121333.3333337,1749889777.777778,,24
152530,,8734300.0,8600893.0,8636238.0,,,1106835555.5555556,1089077333.3333333,960092888.8888888,,23
152554,4368563.0,2197431.0,3160400.0,1435378.0,,221867111.1111111,1055690222.2222221,980978222.2222222,932510666.6666669,,23
152818,,6499154.0,5717018.0,4892390.0,,,1769845777.7777777,1680664000.0000002,1640945777.7777781,,25
152833,,,,6704639.0,,,,,1124727111.1111112,,20
152940,6659420.0,8503263.0,10626269.0,10562591.0,,157806222.22222224,962231111.1111114,1035104000.0,1188465333.3333333,,23
152959,,5672168.0,,6609250.0,,,928702666.6666669,,1241435999.9999998,,27
152962,,4022431.0,,4927781.0,,,1395330666.6666665,,1664706222.2222226,,24
153008,,1856728.0,,,,,1096555111.1111112,,,,21
153027,6907113.0,7473074.0,968802.0,858339.0,,219664888.8888889,1118933333.3333333,360622666.6666667,883804444.4444447,,26
153182,,2112153.0,,,,,708421333.3333334,,,,23
153436,5653690.0,4365930.0,4711874.0,3021552.0,,271016444.4444445,1548835111.1111114,1642712888.8888886,1414654666.666667,,23
153487,,11698092.0,,8941986.0,,,1466690666.6666665,,1524564000.0,,23
153613,,3577706.0,2911256.0,4237859.0,,,1502215999.9999998,1688446666.6666667,1894425333.333334,,25
153669,20485218.0,20838842.0,28083678.0,23214640.0,,210059555.55555555,1284941333.3333333,1391430222.222222,1309899999.9999998,,22
153806,,,,3938760.0,,,,,1581532444.4444447,,24
153853,,13615397.0,10240503.0,9881454.0,,,1063158222.2222221,980080444.4444444,990215555.5555553,,22
153873,3765431.0,4348026.0,5535418.0,4827282.0,,167927111.1111111,1223791555.5555556,1405024444.4444444,1598184000.0,,24
154041,6807279.0,6938224.0,8754151.0,8085479.0,,264403555.55555555,1691448000.0000002,1672996000.0000002,1755766666.666667,,22
154183,4350891.0,7064270.0,6396974.0,9781501.0,,247809777.7777778,1456474666.666667,1477448000.0000002,1603518222.2222226,,22
154283,1612249.0,,,1680564.0,,96671111.11111112,,,624211555.5555555,,21
154322,,2910598.0,4119730.0,4196096.0,,,783244000.0,1033658666.6666667,787077333.3333335,,22
154500,117176473.0,100841566.0,102542223.0,60023124.0,,259008000.0,1603450666.6666665,1550758222.222222,1485753777.777778,,22
154587,3639030.0,4070974.0,5482942.0,6430126.0,,178109333.33333334,1081994666.6666667,1221452444.4444444,1254577333.3333333,,22
154760,,,,2046696.0,,,,,802790666.6666667,,22
154823,,,,6318919.0,,,,,1558333333.3333333,,22
154826,,13810322.0,,,,,741803111.1111113,,,,17
154922,,,,1708013.0,,,,,789233333.3333333,,15
155048,2515375.0,1964545.0,,1931523.0,,167229777.7777778,1031855111.111111,,932748888.8888888,,21
155067,,3640076.0,3941001.0,4318881.0,,,643583111.1111112,563977333.3333334,496869333.33333343,,21
155075,2804740.0,2732618.0,,1989834.0,,115968888.8888889,811632888.8888888,,520132888.88888896,,21
155090,,4471836.0,,3055110.0,,,1019468000.0,,750215111.1111113,,21
155093,,2337357.0,,,,,672415111.111111,,,,15
155171,,,,4050701.0,,,,,927596444.4444443,,13
155294,7818657.0,6865147.0,,4918974.0,,183060444.44444445,1127242666.6666665,,1189483555.5555556,,19
155326,,2212100.0,,2342012.0,,,988506222.2222221,,558978666.6666666,,18
155358,,9313940.0,,9134411.0,,,1038452444.4444442,,1172202222.222222,,20
155451,14644505.0,17809287.0,14672992.0,12129669.0,,124897777.77777778,686755111.111111,737552444.4444443,692541333.3333334,,21
155453,9044489.0,,,14144278.0,,95335111.11111112,,,1169613333.3333335,,24
155465,,3157791.0,,4183293.0,,,758878222.2222224,,1385755111.1111112,,21
155541,7117955.0,8645638.0,11306574.0,9213168.0,,132455111.11111112,876284000.0000004,1066786222.2222223,1295598666.6666667,,22
155544,3651571.0,2608690.0,,,,33440000.0,273474666.6666667,,,,9
155613,,1860193.0,2001377.0,,,,1077014666.6666665,1071310222.2222221,,,21
155621,,4286668.0,,3875833.0,,,1133513333.3333333,,1016202666.6666667,,21
155736,,2195094.0,,,,,941996888.8888891,,,,21
155754,36584256.0,33885300.0,36961728.0,38112378.0,43590434.0,188056888.8888889,1136826666.6666665,1068806222.2222222,812077777.7777777,664864888.888889,21
155829,,,,9127787.0,13353956.0,,,,1091081777.777778,1532571555.5555556,23
155844,,3033995.0,3139573.0,3490873.0,,,847838666.6666666,1000953777.7777778,1046297777.7777777,,21
155877,,1584167.0,5207083.0,9326978.0,,,421284000.0000001,669663555.5555557,1132808000.0000002,,26
155953,16028542.0,19178427.0,19030592.0,,,150309333.33333334,1130240888.888889,1225956888.888889,,,21
155963,4456846.0,8006503.0,5912396.0,,,141113777.7777778,969568000.0,892152444.4444445,,,21
156012,5930904.0,10401789.0,15632649.0,,,84455111.11111112,734795111.1111113,730229777.7777778,,,19
156227,,3276085.0,,4651003.0,,,863548000.0,,1703314666.6666667,,30
156235,5381611.0,5052587.0,,4947251.0,,197584444.44444448,1200856888.8888888,,1191969333.3333333,,21
156255,,13331257.0,,,,,760408444.4444447,,,,19
156275,,,,16670684.0,,,,,888536444.4444444,,17
156294,1604106.0,1276535.0,,1421677.0,,184496888.8888889,1138167999.9999998,,996603555.5555555,,21
156305,,,,610328.0,,,,,811103111.1111112,,21
156334,,,,8116197.0,,,,,1143512000.0,,21
156591,9007206.0,9433839.0,,12245189.0,,128478222.22222224,885725777.7777777,,691938222.2222223,,20
156610,,6161680.0,6981083.0,9091321.0,,,1225265333.3333335,1186325333.3333333,1121694222.2222223,,20
156614,3736835.0,3555461.0,,3323222.0,,190972444.44444445,1170818666.6666667,,1229477333.3333335,,20
156618,4532274.0,3985023.0,4153305.0,6433309.0,,168752888.8888889,1066511111.1111112,991770666.6666665,1225013333.3333333,,21
156793,,4512176.0,,10594722.0,,,626181777.7777778,,1104758666.666667,,24
156844,,2465897.0,,,,,1088941777.7777777,,,,18
156945,,1299280.0,,5865800.0,,,482530666.6666668,,1221417777.777778,,22
157211,,,1228689.0,1523394.0,,,,691830666.6666667,734558666.6666667,,20
157237,,31979753.0,27020003.0,,,,38030222.222222224,38030222.222222224,,,3
157385,4399087.0,4437560.0,4459373.0,369527.0,,138262222.22222224,842597777.7777777,980414666.6666667,1061623555.5555555,,20
157388,714624.0,,,,,150940888.8888889,,,,,18
157470,8753419.0,19102525.0,25076395.0,19242932.0,,116493333.33333334,814360444.4444443,1265693777.7777777,1182230666.6666665,,20
157548,,,,3754161.0,,,,,627764888.8888888,,12
157718,1895176.0,2363855.0,1433268.0,,,183720888.8888889,1087153333.3333333,1097458666.6666667,,,20
157732,,,3294187.0,4032142.0,,,,1643354666.6666665,1638097333.3333337,,20
157890,,1546841.0,,,,,1280088000.0,,,,20
157929,4131211.0,4065112.0,,,,165149333.33333334,929271999.9999999,,,,19
157964,,3192568.0,,3417255.0,,,1218222666.6666667,,1089454666.6666667,,19
158004,7279103.0,10148921.0,,,5182036.0,159572444.44444445,931791555.5555556,,,1031263999.9999999,19
158094,62234244.0,69236105.0,69577564.0,69916315.0,,196841777.7777778,1134116444.4444444,1194481333.3333335,1232017777.777778,,19
158101,2217695.0,2572752.0,,7151977.0,,198734666.6666667,1086786666.6666665,,1580484888.8888888,,19
158148,3516259.0,4190706.0,4381085.0,2835999.0,,85435555.55555555,455844444.4444445,565566222.2222222,558864888.888889,,9
158190,,,,2175552.0,,,,,761983555.5555555,,17
158236,,,,3782763.0,,,,,1416201333.3333333,,22
158396,3514603.0,3547425.0,2965739.0,,,187559555.55555558,1158837333.3333333,1197887111.1111112,,,19
158489,5552484.0,9155715.0,,18600335.0,,114785777.77777778,874624000.0000001,,1564099111.1111112,,21
158642,6084768.0,6748381.0,7042322.0,6736125.0,,141749333.33333334,918340444.4444442,822777777.7777778,667540888.8888887,,19
158689,,6656893.0,,,,,1254267555.5555558,,,,19
158695,5955107.0,9420169.0,,10897985.0,,110790222.22222222,731452000.0000002,,997248888.888889,,19
158804,,,,8622115.0,,,,,1202789333.3333333,,19
158854,,581126.0,,1008489.0,,,326061333.33333343,,767923111.111111,,19
158888,1366829.0,,,,,149929777.7777778,,,,,13
159038,,2217139.0,2693261.0,2923789.0,,,698815111.111111,863984888.8888886,1198722666.6666667,,20
159105,3051964.0,1011189.0,3022546.0,4103086.0,,208673777.7777778,937374222.2222223,946161333.3333333,1205944000.0,,21
159190,,9401375.0,,10516731.0,,,801852888.8888888,,845343555.5555556,,17
159195,2680445.0,4074139.0,3703386.0,,,194608888.8888889,1188529777.7777774,1281111555.5555553,,,19
159348,11018679.0,9819272.0,7235569.0,7282804.0,,163638222.22222224,865577777.7777778,783845333.3333334,889888000.0,,19
159352,,6590728.0,,6276818.0,,,975064444.4444444,,1162484888.8888888,,22
159406,,,,4785009.0,,,,,708936888.888889,,12
159447,4276849.0,10729144.0,,6369729.0,,90138666.66666667,758504000.0000001,,652018666.6666666,,15
159487,3178615.0,4654188.0,10462282.0,10482295.0,,129955111.1111111,824813333.3333336,1011961333.3333335,1405233333.3333335,,19
159517,2530807.0,2854414.0,4313119.0,4017892.0,,126860444.44444445,871218666.6666666,889184444.4444445,1097236000.0,,19
159532,,8063894.0,,,,,1051897333.3333335,,,,17
159561,,,,1851580.0,,,,,840622222.2222223,,17
159605,,,,10241341.0,,,,,1658900888.8888893,,20
159657,9528201.0,4216735.0,5972758.0,,,156619555.55555555,996291111.1111113,1027192444.4444445,,,17
159707,1868696.0,2272925.0,2951592.0,2861673.0,,165248888.8888889,1053029333.3333331,1042628444.4444443,990416000.0,,18
159828,2557666.0,3699746.0,2952597.0,4402823.0,,138752000.0,915338222.2222223,1069541777.7777778,1206544000.0,,18
160017,,11980100.0,,,,,989117333.3333333,,,,18
160035,,2543815.0,,,,,595374666.6666667,,,,15
160137,,1553754.0,,,,,816020444.4444443,,,,16
160146,,6804716.0,,,,,1027293777.7777779,,,,18
160153,,1835041.0,,,,,680400000.0,,,,18
160233,,1983611.0,,,,,1239008444.4444444,,,,18
160255,,,,1487281.0,,,,,726387111.111111,,16
160358,,,,1282985.0,,,,,770846666.6666667,,15
160397,,,,4012230.0,,,,,1138075555.5555558,,19
160478,2091353.0,1563292.0,2381920.0,2817267.0,,121301333.33333334,805436444.4444444,899273333.3333333,985391555.5555556,,18
160601,2204602.0,1683325.0,,1915899.0,,200168888.8888889,948638666.6666665,,963515555.5555558,,18
160616,,,,9327710.0,,,,,936166666.6666665,,18
160641,8756108.0,11956848.0,16921768.0,21058628.0,,68939111.11111112,527023999.99999994,667305333.3333333,949963111.1111109,,18
160702,,,,6039863.0,,,,,1259763999.9999998,,18
160727,3169702.0,,,,,106302222.22222222,,,,,11
160733,2368130.0,,,,,70727111.11111112,,,,,12
160750,,2106980.0,,2709740.0,,,444018666.6666666,,529538666.6666666,,18
160784,,4320899.0,,3108831.0,,,814368444.4444444,,1294581777.777778,,20
160794,,6218001.0,,,,,823855999.9999999,,,,16
160814,2975655.0,2474962.0,3420969.0,2854777.0,,185098222.22222224,1120889333.3333335,1126089333.3333333,1113252888.8888886,,18
160830,,2971230.0,,,,,1274183555.5555556,,,,18
160944,,,,8207631.0,,,,,744750666.6666667,,14
161081,,1166710.0,,,,,885003111.1111109,,,,18
161125,,,,1486059.0,,,,,893495999.9999999,,18
161211,8836855.0,9580754.0,,16483940.0,,159780444.44444445,1007291111.111111,,1095406666.6666665,,18
161263,,916488.0,,,,,831815555.5555555,,,,16
161364,,2155441.0,3267395.0,2380657.0,,,671824000.0000001,1091420000.0000002,809004444.4444445,,18
161381,,1014399.0,971777.0,585376.0,,,986202666.6666667,1020564888.8888891,1003925333.3333333,,18
161420,7514599.0,12643996.0,11325715.0,12328095.0,,206216888.8888889,1306589777.777778,1375995555.5555556,1474265333.3333333,,18
161461,,,,4452054.0,,,,,466455111.11111116,,15
161535,3778051.0,,,,,79048888.8888889,,,,,15
161626,5009652.0,4136085.0,,5863877.0,,129473333.33333334,882912888.8888891,,1029416888.8888888,,16
161633,10803189.0,11129205.0,6398010.0,,,128570666.66666669,745645333.3333334,739970666.6666667,,,17
161640,,3703149.0,,2876161.0,,,1056851999.9999999,,829392888.8888891,,17
161646,5214143.0,3006703.0,8492898.0,7807214.0,,110406666.66666667,606507111.1111113,1116979555.5555553,979108000.0000001,,17
161678,,,,4190986.0,,,,,1110510222.222222,,17
161795,,3098716.0,3295964.0,4159199.0,,,826820888.8888887,746159111.1111112,771866666.6666667,,17
161835,,15274580.0,,,,,811582222.2222222,,,,14
161854,,,,371213.0,,,,,946805777.7777778,,22
161911,3700488.0,9218173.0,,9827577.0,,129175111.11111112,866358666.6666669,,1181473777.777778,,17
161957,,,,9481846.0,,,,,1179952888.8888888,,17
161962,8127742.0,6877188.0,6363682.0,4836523.0,,165076444.44444445,1020648000.0,1000671111.1111114,833496888.8888892,,17
161987,,1560449.0,,1650637.0,,,932326666.6666669,,877822666.6666665,,17
162112,3580358.0,4945570.0,5679880.0,2452481.0,,70978666.66666667,677525333.3333335,996972888.8888888,951583555.5555557,,17
162453,,,,7594979.0,,,,,1044297333.3333333,,17
162493,,1738286.0,1941545.0,,,,380741333.3333334,376400000.0000001,,,5
162578,1437330.0,1198657.0,,875500.0,,193045333.33333334,892689777.7777778,,984124000.0,,17
162729,,3256062.0,2473881.0,,,,1056800000.0000001,992600888.8888891,,,17
162803,,853075.0,,,,,724461333.3333333,,,,16
162804,,,,4095838.0,,,,,1127034666.666667,,17
162847,4863929.0,4495780.0,4503160.0,5267668.0,,152719111.1111111,979356444.4444444,968313777.7777777,1008622666.6666667,,17
162868,,2914265.0,11438371.0,14197301.0,,,390291555.5555556,761238222.2222224,1039518666.6666669,,17
162907,,,,36161835.0,,,,,791096888.8888888,,15
162934,,,,3586028.0,,,,,806772444.4444445,,15
162948,,5103414.0,,4410605.0,,,640909333.3333334,,850584444.4444444,,24
162961,,,,7662997.0,,,,,1110583555.5555553,,17
162988,,1798374.0,2019329.0,2087260.0,,,971468888.8888891,958933333.3333331,950738222.2222221,,17
162992,1842363.0,3016481.0,,,,119218666.66666667,806973333.3333335,,,,17
163208,,2941102.0,,,,,829387555.5555555,,,,17
163213,1697808.0,1818084.0,1289898.0,770616.0,,107361777.77777778,802628000.0000002,628306222.2222221,429360000.0000002,,17
163302,2683492.0,7909854.0,7227708.0,8246809.0,,198274666.6666667,1145164444.4444447,994274222.2222224,912442222.2222226,,17
163394,,2329947.0,,,,,850335111.1111114,,,,13
163400,,698583.0,1830499.0,2918706.0,,,285641777.77777785,469184000.0000001,776256000.0000001,,20
163482,,,,6410188.0,,,,,744018222.2222223,,16
163524,1771696.0,1341760.0,1887742.0,1909956.0,,176377777.7777778,843213333.3333333,758544000.0000001,588239111.1111112,,16
163537,1303201.0,1328919.0,,805768.0,,123825777.77777778,671377333.3333333,,507788888.8888889,,16
163538,4393618.0,4376708.0,,2123609.0,,164031555.55555558,930203555.5555556,,650890666.6666666,,16
163601,2918375.0,3946202.0,4174768.0,,,126063111.11111112,823982666.6666667,960151111.1111109,,,16
163666,3229285.0,,,,,122705777.77777778,,,,,15
163684,9709080.0,10994138.0,12357020.0,10365131.0,,177942222.22222224,1094586666.6666667,1233428888.8888886,1233756888.8888888,,16
163735,,3160686.0,,3945947.0,,,553472888.888889,,371361333.3333334,,15
163876,4968803.0,,,,,137080888.8888889,,,,,15
163892,,5692667.0,,6541342.0,,,712872000.0,,822958222.2222221,,16
163935,,,,7006279.0,,,,,917736000.0000001,,14
163945,2006950.0,1389984.0,,,,135378666.6666667,933613333.3333335,,,,14
164033,6128723.0,6911111.0,9042716.0,3787613.0,,146776444.44444445,756334666.6666667,713539999.9999999,782350222.2222223,,16
164034,,2920437.0,,3552766.0,,,430146666.6666666,,615580444.4444444,,17
164140,12760966.0,,,,,181153777.7777778,,,,,15
164169,,2449221.0,1587607.0,2135718.0,,,636084888.8888888,628017777.7777779,665755555.5555557,,16
164197,,1445948.0,,,,,827075555.5555558,,,,16
164248,19555356.0,17892466.0,14447373.0,13928990.0,,141898666.6666667,976493333.3333336,1185125333.3333335,1404408000.0,,16
164259,,,,3083430.0,,,,,689157333.3333335,,11
164321,,,,1782861.0,,,,,829306666.6666667,,18
164408,,700966.0,,,,,281379111.11111116,,,,6
164563,2118837.0,2239276.0,,2126322.0,,114186666.66666667,708432000.0,,779568444.4444445,,15
164627,2039860.0,2526266.0,,2529885.0,,116238222.22222222,779960000.0,,967101333.3333331,,16
164678,,,,5638443.0,,,,,556585777.7777778,,17
164732,17239595.0,,,,,167164444.44444445,,,,,16
164744,,,,6790525.0,,,,,1006739111.1111114,,16
164749,2340744.0,1872783.0,1986409.0,1890369.0,,104751111.11111112,547232000.0,475317333.3333334,464694222.22222227,,16
164804,,1562046.0,2064622.0,1746854.0,,,460304000.0000001,688276000.0000001,767285777.7777779,,16
164814,9770492.0,10358093.0,,6837882.0,,159281333.33333334,1007206666.6666665,,914890222.2222223,,16
164870,3078755.0,4091874.0,4913716.0,6763761.0,,43664000.0,516122222.2222222,645740444.4444444,615156000.0,,16
164975,,2912111.0,2489557.0,1515096.0,,,711260444.4444445,760853333.3333335,679646222.2222222,,16
164998,2998190.0,2451315.0,2172292.0,2271447.0,,156809777.7777778,825230222.2222223,775514666.6666669,721677777.7777778,,16
165163,,15205994.0,14004240.0,12855439.0,14221012.0,,850740888.8888888,924276888.8888888,883308888.888889,939879111.1111112,16
165471,9580682.0,4353724.0,,,,161152000.0,804938666.6666669,,,,16
165502,,1126828.0,1304418.0,1280529.0,,,1043690222.2222223,1008446666.6666667,1011824000.0000002,,16
165510,6042037.0,5067432.0,,2157802.0,,164187111.1111111,554324888.888889,,109423111.1111111,,16
165530,,4605545.0,,3813006.0,,,988952000.0,,815614666.666667,,16
165611,,5903902.0,4217802.0,4576528.0,,,554071111.1111112,659141777.7777778,798170666.6666669,,16
165612,2086638.0,,,,,138964444.44444445,,,,,16
165739,4015202.0,3981325.0,3488836.0,4557705.0,,125697777.77777778,721928888.8888888,706361333.3333333,829136888.8888887,,15
165763,,5001110.0,4241641.0,,,,1020441333.3333333,997883111.1111113,,,15
165791,1930210.0,1764231.0,,,,150050666.6666667,858660444.4444445,,,,15
165874,,1510854.0,,,,,709440000.0000002,,,,15
165892,,,,3041503.0,,,,,657611555.5555556,,15
166062,,5002032.0,,4594248.0,,,796424888.8888888,,980484444.4444444,,15
166153,2693348.0,2830135.0,,1910028.0,,47153333.333333336,587506222.2222223,,854855999.9999999,,14
166200,,7407210.0,,8595888.0,,,863528000.0000002,,984902222.2222222,,15
166244,5824839.0,7543922.0,8394785.0,6331751.0,,150828444.44444445,936786666.6666666,1037532000.0000002,1162518666.6666667,,15
166482,,4365451.0,,,,,922863999.9999998,,,,15
166513,,1531508.0,,,,,965805333.3333333,,,,15
166591,8341371.0,4985642.0,7050803.0,8498753.0,,178991111.1111111,1049189333.3333336,1135648000.0000002,1088128444.4444447,,15
166906,,,,8955345.0,,,,,653915555.5555557,,16
167086,,7456793.0,,5139364.0,,,894914666.6666667,,658827111.111111,,15
167173,,913497.0,1335038.0,1036425.0,,,411983999.99999994,469296444.4444444,437140000.0,,15
167204,,,,1270193.0,,,,,580309333.3333334,,15
167212,,,,1551708.0,,,,,516996444.44444454,,12
167275,2007882.0,2259762.0,2002207.0,3082674.0,,54528000.0,406203555.5555556,454938222.2222223,698794666.6666666,,15
167334,1931928.0,1543711.0,,,,131506666.66666667,773309777.7777779,,,,12
167368,,3578504.0,3697730.0,4528619.0,,,395153777.77777785,535735111.1111112,665807555.5555555,,16
167422,,,,2740660.0,,,,,867379111.1111114,,15
167486,,2147454.0,,2649443.0,,,619921777.7777779,,600464888.8888888,,15
167680,7286641.0,7343200.0,7421970.0,,,129385777.77777778,810791111.111111,1009860888.8888888,,,14
167778,3221688.0,2573396.0,,3373993.0,,132298666.66666667,865800000.0000002,,1006588444.4444443,,14
167860,196399.0,,,,,121840000.0,,,,,15
167886,4220067.0,,,,,125371555.55555555,,,,,15
167915,1560934.0,1737959.0,2521546.0,2611336.0,,193750666.6666667,1093516888.8888888,1221669777.7777781,1192682666.6666667,,15
167931,,10820851.0,,15251493.0,,,444199999.99999994,,771918666.6666669,,16
167935,,373347.0,,,,,194951111.1111111,,,,10
167966,2775444.0,3682900.0,,2363460.0,,95721777.77777778,407784000.0,,542265333.3333334,,15
168075,,,,1165170.0,,,,,655380000.0000001,,12
168153,2836545.0,4127499.0,5429794.0,5883512.0,,52139555.55555556,327043555.5555556,460180888.88888896,719677777.7777779,,18
168191,,13757132.0,,,,,442002666.6666666,,,,9
168416,,2593103.0,,,,,785600444.4444445,,,,14
168479,5832248.0,7293885.0,,,,133519111.11111112,862445333.3333336,,,,12
168561,5081485.0,4457596.0,,,,98503111.11111112,780906666.6666669,,,,13
168622,,3451214.0,,2915367.0,,,574596444.4444445,,569626666.6666666,,14
168805,,,,5404420.0,,,,,685257777.7777779,,14
168908,1152813.0,,,,,73131555.55555555,,,,,10
168969,,1643415.0,,1838166.0,,,541957333.3333333,,448061777.77777785,,14
169030,,,,3000466.0,,,,,933889333.3333334,,17
169056,2515774.0,,,,,108117333.33333334,,,,,14
169221,,1555832.0,,,,,504680888.8888891,,,,13
169280,1674584.0,1763554.0,,852130.0,,106151111.11111112,517322666.66666675,,535041777.7777779,,14
169318,3517941.0,3410018.0,,1217172.0,,101636444.44444445,525701333.33333343,,565468444.4444444,,14
169347,,12067607.0,11412958.0,10100656.0,,,982349333.3333336,965289333.3333336,933871555.5555558,,13
169374,,2418130.0,6322430.0,2793641.0,,,681024444.4444444,720418666.6666667,424532444.4444444,,14
169390,,7260307.0,,,,,563302222.2222222,,,,14
169392,3013070.0,3182499.0,,,,65923555.55555556,419066666.6666666,,,,12
169493,4937255.0,9691046.0,,11650125.0,,77432444.44444445,527247999.9999999,,737834666.6666667,,13
169612,3072000.0,2800673.0,,3310338.0,,71154666.66666667,532971555.5555555,,441695111.11111116,,14
169651,6416041.0,,,,,143363555.55555555,,,,,14
169655,,2010514.0,,2401934.0,,,552428000.0,,429560888.88888896,,14
169778,5046849.0,6850546.0,2374319.0,,,70390666.66666667,381234666.66666675,492298666.6666667,,,14
169914,1770879.0,1731127.0,1748924.0,1237205.0,,80505777.77777778,512809777.77777785,536679111.11111116,475509777.7777778,,14
170035,8291223.0,7178302.0,7923930.0,10028705.0,,132582666.66666667,715307111.1111109,664461333.3333333,791737333.3333334,,14
170100,,80000.0,,,,,482184000.0,,,,7
170121,,3577952.0,2826779.0,3223963.0,,,775951111.1111109,805279999.9999999,756614666.6666667,,14
170133,1772227.0,,,,,137013333.33333334,,,,,14
170185,,2628512.0,2621819.0,2631207.0,,,454872000.0,402092888.88888896,417450666.6666667,,14
170297,2319187.0,2971607.0,,1837221.0,,142570666.6666667,837374666.6666667,,729241333.3333334,,14
170317,,4788739.0,,,,,769514666.6666669,,,,13
170517,,,,6502674.0,,,,,1011962666.6666669,,15
170523,,,,14829286.0,,,,,828373333.3333331,,13
170562,3735966.0,2714783.0,2044623.0,,,171756444.44444445,763143111.111111,605654666.6666667,,,14
170792,9761341.0,13267711.0,12261642.0,9057841.0,,112522666.66666667,549665777.7777778,503366666.66666675,607262666.6666666,,13
170830,239360.0,,,,,83255111.11111112,,,,,6
170895,2650921.0,2341057.0,2432710.0,4016945.0,,130927111.11111112,758400444.4444447,723538666.6666669,752928000.0000001,,13
171018,,11917234.0,,8358128.0,,,674257333.3333334,,559800000.0000001,,13
171040,3279544.0,3315641.0,3796934.0,1187521.0,,55459555.55555556,400825333.33333343,682557333.3333334,734033333.3333333,,13
171050,3187648.0,3728907.0,3948262.0,2072528.0,,120865333.33333334,766793333.3333333,915264000.0000004,894498222.2222224,,13
171076,1164240.0,,,,,95743555.55555555,,,,,13
171091,2805634.0,3564327.0,,1669308.0,,106802666.66666667,707708000.0000001,,663823111.1111112,,13
171114,6770163.0,5092865.0,4171959.0,4397920.0,,147935111.1111111,877871555.5555558,823211555.5555557,793657333.3333335,,13
171130,,1250262.0,,,,,569373333.3333334,,,,13
171271,14430264.0,6386715.0,,,,151017777.7777778,968896888.8888888,,,,13
171280,4648661.0,4706773.0,,,,115326222.22222222,753743111.1111112,,,,13
171310,,,,1333083.0,,,,,514262222.22222215,,8
171394,,864896.0,,,,,525855111.11111116,,,,13
171408,8291268.0,4749204.0,7556589.0,17535665.0,,180574222.22222224,1123946666.666667,1191605333.3333335,1198664000.0000002,,14
171416,2170650.0,2792788.0,,,,132810666.66666667,807157333.3333335,,,,13
171434,,2000806.0,1528052.0,,,,1030159999.9999999,1066909777.7777777,,,13
171439,4282320.0,4639425.0,4630622.0,5191028.0,,94394666.66666667,592870666.6666667,703188000.0,772115111.1111113,,14
171526,2371953.0,2364471.0,1792154.0,1154312.0,,139257777.7777778,690568000.0,646864444.4444447,610656000.0,,13
171744,,5781914.0,,,,,766389333.3333333,,,,13
171836,,,,4946183.0,,,,,736189333.3333335,,13
172296,,4180911.0,3725192.0,2968825.0,,,554852888.888889,554215111.111111,614859111.1111112,,13
172373,,6655827.0,,10147408.0,,,384448888.8888889,,1011098666.6666669,,13
172426,1948476.0,2932310.0,,1989902.0,,78650666.66666667,443926666.6666667,,544604000.0,,13
172547,,696245.0,2200883.0,1132896.0,,,367877333.33333343,497948000.0,647391111.1111112,,13
172760,,11231339.0,16524374.0,19144199.0,,,256344000.0,355109333.3333334,631508000.0000001,,13
172805,1048970.0,1092028.0,,946842.0,,50407111.11111111,367772444.4444444,,349604444.4444445,,13
172833,,241881.0,,418975.0,,,341750666.6666667,,384732888.88888884,,13
172856,,3474264.0,4707405.0,4562773.0,,,311356444.4444445,443111555.5555556,476701777.7777779,,13
172949,,1453200.0,,,,,620845333.3333334,,,,13
172962,,3593045.0,,15309316.0,,,709569333.3333334,,592325333.3333334,,13
173516,796351.0,552707.0,,670651.0,,81791555.55555555,486070666.6666667,,526164000.00000006,,13
